Study_Hours,Attendance,Previous_Marks,Coaching_Class,Sleep_Hours,Sports_Activity,Learning_Resources,Internet_Access,Peer_Influence,Parent_Education,Distance_From_School,Gender,Concept_Clarity,Explanation_Quality,Student_Interaction,Lab_Facility,Lab_Timing,Performance
35,85,79,1,7,4,2,0,Low,School,Medium,Female,Excellent,Excellent,High,3,0,Excellent
6,41,26,1,5,0,4,1,Medium,Postgraduate,Medium,Male,Poor,Poor,Low,5,0,Poor
37,99,81,1,7,3,1,1,Low,School,Near,Female,Excellent,Excellent,High,5,2,Excellent
19,66,64,0,7,3,4,0,Medium,School,Far,Female,Good,Good,High,1,2,Good
14,66,56,0,5,1,2,1,Medium,Postgraduate,Far,Female,Average,Average,Medium,0,0,Average
32,96,99,1,8,3,1,0,Low,Graduate,Far,Female,Excellent,Excellent,High,5,0,Excellent
23,78,62,1,6,2,2,0,Medium,Postgraduate,Medium,Male,Good,Good,High,0,3,Good
5,35,20,0,4,1,5,1,High,Postgraduate,Far,Male,Poor,Poor,Low,4,2,Poor
4,40,19,0,4,0,2,0,High,Graduate,Medium,Male,Poor,Poor,Low,5,0,Poor
8,59,43,0,6,1,3,0,High,School,Far,Female,Average,Average,Medium,4,1,Average
21,69,56,0,7,3,1,1,Low,Postgraduate,Far,Female,Good,Good,High,1,0,Good
12,61,55,0,6,1,2,0,High,School,Near,Female,Average,Average,Medium,5,0,Average
38,86,94,0,7,3,5,0,High,School,Far,Male,Excellent,Excellent,High,0,0,Excellent
6,44,13,0,3,0,1,1,Low,Postgraduate,Medium,Female,Poor,Poor,Low,2,3,Poor
17,71,60,1,6,2,4,1,Medium,Graduate,Medium,Male,Good,Good,High,2,1,Good
2,34,26,1,4,0,1,1,Medium,Graduate,Far,Male,Poor,Poor,Low,5,1,Poor
24,80,78,1,7,2,1,1,Low,Postgraduate,Far,Female,Good,Good,High,5,0,Good
32,99,90,0,8,3,4,1,Low,School,Medium,Female,Excellent,Excellent,High,4,0,Excellent
19,69,63,0,6,2,3,1,Low,Postgraduate,Medium,Female,Good,Good,High,0,0,Good
31,92,94,1,8,2,2,0,Low,Postgraduate,Medium,Male,Excellent,Excellent,High,4,1,Excellent
12,57,36,0,5,1,2,1,Medium,Graduate,Far,Male,Average,Average,Medium,2,0,Average
30,96,81,1,8,3,5,1,High,Postgraduate,Medium,Female,Excellent,Excellent,High,5,2,Excellent
19,65,62,1,6,2,5,1,Low,Graduate,Far,Female,Good,Good,High,2,1,Good
20,76,77,1,6,2,3,1,Low,School,Medium,Male,Good,Good,High,5,1,Good
4,43,37,1,3,1,5,0,High,Graduate,Near,Male,Poor,Poor,Low,4,0,Poor
18,76,73,1,6,3,4,1,Low,Postgraduate,Far,Male,Good,Good,High,3,2,Good
20,70,71,0,7,2,1,0,High,Graduate,Medium,Female,Good,Good,High,4,3,Good
9,64,59,0,5,1,5,0,Low,School,Medium,Male,Average,Average,Medium,0,3,Average
24,80,98,1,8,3,4,0,High,School,Far,Male,Excellent,Excellent,High,0,1,Excellent
8,47,54,0,5,1,5,0,High,Postgraduate,Near,Female,Average,Average,Medium,3,2,Average
21,84,66,1,7,3,1,0,High,Graduate,Far,Female,Good,Good,High,0,3,Good
15,69,79,1,7,2,2,0,Low,Graduate,Far,Female,Good,Good,High,3,2,Good
2,23,15,1,3,0,1,0,Low,School,Medium,Female,Poor,Poor,Low,4,2,Poor
4,35,33,0,4,0,2,1,Low,Postgraduate,Medium,Male,Poor,Poor,Low,1,2,Poor
36,81,93,0,7,2,1,1,Medium,Graduate,Near,Female,Excellent,Excellent,High,0,1,Excellent
15,59,51,1,5,2,2,0,Medium,School,Far,Male,Average,Average,Medium,0,1,Average
25,86,93,1,7,4,5,1,Low,Graduate,Far,Male,Excellent,Excellent,High,2,2,Excellent
5,43,20,1,5,0,1,0,High,Graduate,Medium,Female,Poor,Poor,Low,4,0,Poor
18,72,55,1,7,3,2,1,Medium,Graduate,Medium,Male,Good,Good,High,4,0,Good
29,85,82,0,8,3,2,1,Medium,Postgraduate,Near,Male,Excellent,Excellent,High,1,2,Excellent
9,49,55,0,6,2,5,0,High,Postgraduate,Far,Female,Average,Average,Medium,4,2,Average
19,78,67,1,6,2,3,0,Low,Graduate,Near,Male,Good,Good,High,0,3,Good
31,99,94,0,8,2,5,1,Medium,School,Near,Female,Excellent,Excellent,High,3,3,Excellent
9,64,52,1,6,1,2,1,Low,School,Medium,Female,Average,Average,Medium,4,1,Average
24,68,61,1,6,2,4,0,Low,School,Medium,Male,Good,Good,High,1,3,Good
39,89,93,1,8,3,5,0,Medium,School,Far,Female,Excellent,Excellent,High,0,2,Excellent
3,42,12,1,5,1,1,1,Medium,Postgraduate,Medium,Female,Poor,Poor,Low,3,0,Poor
15,75,55,0,7,2,3,1,High,School,Medium,Female,Good,Good,High,1,3,Good
37,80,92,0,7,4,1,1,High,Graduate,Near,Male,Excellent,Excellent,High,5,0,Excellent
25,94,84,1,8,3,1,0,Medium,School,Near,Female,Excellent,Excellent,High,4,2,Excellent
6,33,25,1,4,1,3,1,Low,Postgraduate,Near,Male,Poor,Poor,Low,4,2,Poor
28,94,97,1,8,4,2,0,High,Graduate,Medium,Male,Excellent,Excellent,High,2,2,Excellent
12,69,55,0,5,1,1,0,High,Graduate,Near,Male,Average,Average,Medium,1,0,Average
30,89,87,1,8,2,2,1,Low,School,Near,Male,Excellent,Excellent,High,3,3,Excellent
10,46,35,0,5,2,1,0,Medium,School,Far,Female,Average,Average,Medium,2,3,Average
2,40,18,1,3,0,2,0,High,School,Far,Female,Poor,Poor,Low,5,3,Poor
22,67,59,0,6,2,3,0,Low,Graduate,Far,Female,Good,Good,High,1,1,Good
33,89,94,0,8,3,3,1,Medium,Graduate,Medium,Female,Excellent,Excellent,High,1,0,Excellent
39,99,78,0,7,4,3,1,High,Postgraduate,Far,Female,Excellent,Excellent,High,4,3,Excellent
27,80,85,1,8,4,3,1,Medium,Graduate,Near,Female,Excellent,Excellent,High,1,0,Excellent
19,84,67,0,7,3,4,1,Low,Postgraduate,Near,Female,Good,Good,High,4,0,Good
24,91,79,1,8,2,1,1,Medium,School,Near,Male,Excellent,Excellent,High,0,2,Excellent
25,86,93,0,8,2,4,0,High,School,Medium,Male,Excellent,Excellent,High,1,2,Excellent
